_id,titulo,portada,slug,descripcion,etiqueta,clasificacion,categoria,subcategorias,labels[0],labels[1],labels[2],labels[3],labels[4],estado,createdAT,tenant,__v
6852ddc311304d6fc7c26c39,Set Colección Sweet Lite 363,920f4d0a-d520-4713-835f-d5f513c2e497.jpg,set-coleccion-sweet-lite-363,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Edición Limitada,Niñas,6852dcdc42ef544cc771d515,Personajes,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,false,2025-04-17T00:12:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c42,Sudadera College Premium 686,9c724fb6-1b15-406c-b0af-72668185cb03.jpg,sudadera-college-premium-686,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Nuevo,Masculino,6852dcdc42ef544cc771d506,Ropa Interior,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,false,2025-04-16T23:32:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c53,Set Colección Infantil Max 885,6c14ef9d-8d40-45be-9136-2199a10988b3.jpg,set-coleccion-infantil-max-885,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Nuevo,Niños,6852dcdc42ef544cc771d514,Personajes,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,false,2025-04-16T23:20:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c59,Mochila Explorer Max 927,56e18003-9b68-4b26-a85e-3b1806396027.jpg,mochila-explorer-max-927,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Edición Limitada,Masculino,6852dcdc42ef544cc771d4fe,Mochilas para Portátil,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,true,2025-04-16T23:48:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c61,Billetera Slim Lite 138,7567aaf7-bd4a-4316-8aab-2192aab6786e.jpg,billetera-slim-lite-138,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Edición Limitada,Femenino,6852dcdc42ef544cc771d503,Bolsos de Mano,etiqueta_1,etiqueta_2,,,,true,2025-04-17T01:35:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c66,Pantalón Cargo Max 783,b465c191-f445-41c3-8c2b-7a781815da89.jpg,pantalon-cargo-max-783,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Exclusivo,Masculino,6852dcdc42ef544cc771d506,Chaquetas,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,true,2025-04-17T02:57:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c71,Maleta Viajera Premium 117,1e1e8d45-decc-40e6-8007-0cf8f423ccf9.jpg,maleta-viajera-premium-117,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Oferta,Masculino,6852dcdc42ef544cc771d4fe,Mochilas Escolares,etiqueta_1,etiqueta_2,etiqueta_3,,,true,2025-04-17T01:19:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c77,Morral Universitario 2.0 354,54d981d8-bd60-4f51-82c3-70e23af0540e.jpg,morral-universitario-2-0-354,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Oferta,Masculino,6852dcdc42ef544cc771d4fe,Bolsos Deportivos,etiqueta_1,etiqueta_2,etiqueta_3,,,true,2025-04-16T23:14:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c7b,Camiseta Princess 2.0 600,ec0ee28b-e7df-482c-8d88-d6b45f5b6e82.jpg,camiseta-princess-2-0-600,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Edición Limitada,Niñas,6852dcdc42ef544cc771d509,Camisetas,etiqueta_1,etiqueta_2,etiqueta_3,,,false,2025-04-16T23:45:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c89,Neceser Beauty Lite 475,6fc8eef0-bbb2-41db-bcc8-b07e2a4d2d49.jpg,neceser-beauty-lite-475,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Nuevo,Femenino,6852dcdc42ef544cc771d503,Billeteras,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,true,2025-04-16T23:36:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c91,Neceser Voyage Max 435,a75c3484-f107-4cd8-8ae8-b610bbfc815b.jpg,neceser-voyage-max-435,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Nuevo,Masculino,6852dcdc42ef544cc771d502,Estuches,etiqueta_1,etiqueta_2,,,,false,2025-04-16T23:53:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c94,Mochila Junior Pink Premium 318,24428121-ac49-440f-847f-c5aa4972f02a.jpg,mochila-junior-pink-premium-318,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Nuevo,Niñas,6852dcdc42ef544cc771d501,Mochilas Escolares,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,false,2025-04-17T02:41:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26c9d,Tenis Runner Max 520,be62af65-1e96-40a5-8a8b-703daf9c459f.jpg,tenis-runner-max-520,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Oferta,Masculino,6852dcdc42ef544cc771d50a,Zapatillas Casual,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,false,2025-04-17T00:18:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26cc0,Camiseta Princess Lite 102,c7b0c3e5-2beb-4a07-be21-2d6a39d88061.jpg,camiseta-princess-lite-102,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Destacado,Niñas,6852dcdc42ef544cc771d509,Pantalones,etiqueta_1,etiqueta_2,etiqueta_3,,,false,2025-04-17T02:14:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26cc8,Cargador Rápido Lite 778,7dc90ec0-9c23-417e-b4c0-ac6515e3806c.jpg,cargador-rapido-lite-778,Elaborado con tecnología de punta y materiales sostenibles. Un producto que cuida de ti y del medio ambiente.,Oferta,Masculino,6852dcdc42ef544cc771d50e,Accesorios para Celular,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,true,2025-04-17T01:25:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26cd1,Zapatillas Sweet Plus 254,02b5e9ff-9bea-498b-94cf-388fa46c9b89.jpg,zapatillas-sweet-plus-254,"Diseño ergonómico y resistente, ideal para uso diario. Con compartimentos organizados para satisfacer todas tus necesidades.",Nuevo,Niñas,6852dcdc42ef544cc771d50d,Sandalias,etiqueta_1,,,,,true,2025-04-17T02:19:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26cd9,Bolso de Mano Evening 2.0 107,62f5d6c4-2a5a-4edc-8ebf-b30969e09a42.jpg,bolso-de-mano-evening-2-0-107,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Nuevo,Femenino,6852dcdc42ef544cc771d503,Billeteras,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,true,2025-04-17T01:49:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26ce1,Set Colección Infantil Premium 528,02610f5a-6c15-4219-893e-b1a9c3f52eb7.jpg,set-coleccion-infantil-premium-528,"Diseño ergonómico y resistente, ideal para uso diario. Con compartimentos organizados para satisfacer todas tus necesidades.",Edición Limitada,Niños,6852dcdc42ef544cc771d514,Personajes,etiqueta_1,,,,,true,2025-04-17T01:56:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26ce6,Tenis Sport Girl Lite 928,1ca24b22-0619-4e19-bde0-b4ddea4e0e95.jpg,tenis-sport-girl-lite-928,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Exclusivo,Niñas,6852dcdc42ef544cc771d50d,Zapatillas Casual,etiqueta_1,,,,,false,2025-04-17T02:54:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26ceb,Chaqueta Urban Pro 417,2deadee4-934b-4f2f-8eb6-adab48098d96.jpg,chaqueta-urban-pro-417,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Oferta,Masculino,6852dcdc42ef544cc771d506,Ropa Interior,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,true,2025-04-16T23:55:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26cfa,Camiseta Fun Plus 688,3f2aee99-d5cc-4300-baa9-51328451e369.jpg,camiseta-fun-plus-688,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Destacado,Niños,6852dcdc42ef544cc771d508,Sudaderas,etiqueta_1,etiqueta_2,etiqueta_3,,,true,2025-04-17T00:26:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d05,Audífonos Kid Pro 333,dcd01da2-79cd-49cb-b11f-a8f7ba23e8c4.jpg,audifonos-kid-pro-333,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Nuevo,Niños,6852dcdc42ef544cc771d510,Accesorios para Celular,etiqueta_1,etiqueta_2,,,,true,2025-04-17T02:33:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d09,Tenis Sport Girl Pro 861,a8c6833e-2316-4574-baba-333a6f4eeb88.jpg,tenis-sport-girl-pro-861,Elaborado con tecnología de punta y materiales sostenibles. Un producto que cuida de ti y del medio ambiente.,Nuevo,Niñas,6852dcdc42ef544cc771d50d,Botas,etiqueta_1,,,,,true,2025-04-17T01:50:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d27,Mochila Junior Plus 703,db9450e7-d37c-4757-9d6e-5f25a1cac615.jpg,mochila-junior-plus-703,Elaborado con tecnología de punta y materiales sostenibles. Un producto que cuida de ti y del medio ambiente.,Exclusivo,Niños,6852dcdc42ef544cc771d500,Mochilas para Niños,etiqueta_1,etiqueta_2,etiqueta_3,,,false,2025-04-17T01:37:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d2c,Sudadera College Plus 947,dcde6cdd-958f-4059-ad92-9da6f5ea5103.jpg,sudadera-college-plus-947,Elaborado con tecnología de punta y materiales sostenibles. Un producto que cuida de ti y del medio ambiente.,Nuevo,Masculino,6852dcdc42ef544cc771d506,Sudaderas,etiqueta_1,etiqueta_2,etiqueta_3,,,false,2025-04-17T01:49:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d37,Kit Edición Limitada Premium 661,ae0c7a53-8ad2-47f4-8fc0-9f8b28bd4db0.jpg,kit-edicion-limitada-premium-661,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Nuevo,Masculino,6852dcdc42ef544cc771d512,Eco-friendly,etiqueta_1,etiqueta_2,etiqueta_3,,,true,2025-04-17T01:03:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d3b,Powerbank Compact 2.0 190,f361f6ff-5482-49a6-9811-670900aed312.jpg,powerbank-compact-2-0-190,Elaborado con tecnología de punta y materiales sostenibles. Un producto que cuida de ti y del medio ambiente.,Destacado,Femenino,6852dcdc42ef544cc771d50f,Gadgets,etiqueta_1,,,,,true,2025-04-17T00:27:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d3f,Pantalón Play Plus 224,ea10a700-79f6-4cb7-8f2f-e230fb52ded5.jpg,pantalon-play-plus-224,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Destacado,Niños,6852dcdc42ef544cc771d508,Sudaderas,etiqueta_1,,,,,true,2025-04-16T23:53:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d49,Mochila Personajes Max 130,daf64d44-a607-4fdd-9ba2-23c543199f92.jpg,mochila-personajes-max-130,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Oferta,Niños,6852dcdc42ef544cc771d514,Personajes,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,true,2025-04-17T02:28:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d4f,Camiseta Princess Plus 293,970319dd-27e7-4f1b-86b1-5c92a7a4eca7.jpg,camiseta-princess-plus-293,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Destacado,Niñas,6852dcdc42ef544cc771d509,Chaquetas,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,true,2025-04-16T23:55:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d61,Lonchera Hero Pro 369,a93dd9d4-42ca-45f6-9c8e-03bd409d6071.jpg,lonchera-hero-pro-369,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Oferta,Niños,6852dcdc42ef544cc771d504,Cartucheras,etiqueta_1,,,,,true,2025-04-17T03:00:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d67,Zapatillas Sweet Pro 444,2534147c-3fb9-4e12-8cc3-1b53f6cc0caa.jpg,zapatillas-sweet-pro-444,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Nuevo,Niñas,6852dcdc42ef544cc771d50d,Sandalias,etiqueta_1,etiqueta_2,,,,true,2025-04-17T00:05:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d7a,Botas Urban Premium 610,39788505-97df-4176-99bd-d86d81bd1e20.jpg,botas-urban-premium-610,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Nuevo,Femenino,6852dcdc42ef544cc771d50b,Zapatillas Casual,etiqueta_1,,,,,true,2025-04-17T01:20:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d90,Billetera Classic Premium 805,7d06d76b-8ba7-427f-90de-ed86c8efe9e3.jpg,billetera-classic-premium-805,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Nuevo,Masculino,6852dcdc42ef544cc771d502,Portadocumentos,etiqueta_1,etiqueta_2,,,,true,2025-04-17T01:50:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26d9b,Camiseta Princess Max 625,cf77b9f9-d01e-42a0-abd6-bdd93667e626.jpg,camiseta-princess-max-625,"Diseño ergonómico y resistente, ideal para uso diario. Con compartimentos organizados para satisfacer todas tus necesidades.",Oferta,Niñas,6852dcdc42ef544cc771d509,Chaquetas,etiqueta_1,,,,,true,2025-04-16T23:31:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26dbb,Zapatillas Junior Lite 638,96c713dc-ee39-4562-bc76-a35f765ab97b.jpg,zapatillas-junior-lite-638,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Destacado,Niños,6852dcdc42ef544cc771d50c,Botas,etiqueta_1,,,,,true,2025-04-17T00:50:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26dc4,Cartuchera Adventure Plus 606,41c0df90-541f-4f31-8bcf-b906e94ca832.jpg,cartuchera-adventure-plus-606,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Destacado,Niños,6852dcdc42ef544cc771d504,Cartucheras,etiqueta_1,etiqueta_2,,,,true,2025-04-17T00:05:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26dcb,Audífonos Kid Lite 904,63023353-3ec0-4665-b2e6-2c3c68140b6a.jpg,audifonos-kid-lite-904,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Exclusivo,Niños,6852dcdc42ef544cc771d510,Accesorios para Celular,etiqueta_1,etiqueta_2,,,,false,2025-04-17T01:25:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26dd2,Mochila Junior Pink Plus 343,386cf2da-15ec-41c5-8ce2-ca4734ab7099.jpg,mochila-junior-pink-plus-343,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Exclusivo,Niñas,6852dcdc42ef544cc771d501,Mochilas Escolares,etiqueta_1,etiqueta_2,,,,false,2025-04-17T01:47:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26dd7,Cartuchera Dream Max 958,4fb4a91d-99c4-4143-81d1-cc93ace930a7.jpg,cartuchera-dream-max-958,Elaborado con tecnología de punta y materiales sostenibles. Un producto que cuida de ti y del medio ambiente.,Oferta,Niñas,6852dcdc42ef544cc771d505,Loncheras,etiqueta_1,etiqueta_2,,,,true,2025-04-17T00:40:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26dde,Chaqueta Junior Girl Lite 443,024d61c6-a547-45f5-9dd7-0c024b20bd1b.jpg,chaqueta-junior-girl-lite-443,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Edición Limitada,Niñas,6852dcdc42ef544cc771d509,Sudaderas,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,true,2025-04-17T01:10:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26df6,Mochila Escolar Princess Plus 463,b6b5a872-0ac6-4b75-a648-c9be70c3f20b.jpg,mochila-escolar-princess-plus-463,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Nuevo,Niñas,6852dcdc42ef544cc771d501,Loncheras,etiqueta_1,etiqueta_2,,,,false,2025-04-17T01:02:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26dff,Pantalón Play 2.0 483,25afc1c7-5b3c-40a0-8049-7af37eb6a147.jpg,pantalon-play-2-0-483,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Exclusivo,Niños,6852dcdc42ef544cc771d508,Sudaderas,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,false,2025-04-17T02:24:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26e11,Mochila Junior Lite 755,ca35f960-5622-4a36-9917-da3873aac04b.jpg,mochila-junior-lite-755,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Nuevo,Niños,6852dcdc42ef544cc771d500,Mochilas Escolares,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,false,2025-04-17T01:32:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26e19,Lonchera Unicorn Lite 679,75a74be6-aa74-477e-9d8e-72359d51c4bc.jpg,lonchera-unicorn-lite-679,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Destacado,Niñas,6852dcdc42ef544cc771d501,Loncheras,etiqueta_1,,,,,true,2025-04-17T01:48:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26e1e,Kit Edición Limitada Premium 949,5066adfd-edfb-4eb6-a458-cbf5bcd94cec.jpg,kit-edicion-limitada-premium-949,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Edición Limitada,Masculino,6852dcdc42ef544cc771d512,Colecciones Limitadas,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,true,2025-04-17T02:14:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26e27,Set Eco-friendly Plus Lite 155,45c48493-a85e-4f44-8b55-87434c52fe51.jpg,set-eco-friendly-plus-lite-155,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Oferta,Femenino,6852dcdc42ef544cc771d513,Premium,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,etiqueta_5,true,2025-04-17T00:06:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26e2a,Mochila Fashion Plus 986,3444a10f-c46b-468f-9c9f-664d6fd1ae29.jpg,mochila-fashion-plus-986,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Exclusivo,Masculino,6852dcdc42ef544cc771d4ff,Mochilas Urbanas,etiqueta_1,etiqueta_2,etiqueta_3,etiqueta_4,,false,2025-04-17T02:48:17.000Z,6852dbf5c4a6f8d1a81074f6,0
6852ddc311304d6fc7c26e33,Pantalón Play Pro 837,33a5a069-0e30-4802-a88a-4797f59739ea.jpg,pantalon-play-pro-837,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Nuevo,Niños,6852dcdc42ef544cc771d508,Gorras y Sombreros,etiqueta_1,etiqueta_2,,,,true,2025-04-16T23:46:17.000Z,6852dbf5c4a6f8d1a81074f6,0
